Общество с ограниченной ответственностью «Стабильная управляющая компания-6»;2635219550;355042, Ставропольский край,  г. Ставрополь, ул. 50 лет ВЛКСМ, д. 18, корп. Б, офис 7;1162651061100
Общество с ограниченной ответственностью Управляющая Компания «КВАДРАТНЫЕ МЕТРЫ»;2626045668;357351, Ставропольский край, станица Ессентукская,  ул. Гагарина,  д. 100, каб. № 34;1162651064201
Общество с ограниченной ответственностью Управляющая компания «ДОМ-С»;2632104992;357502, Ставропольский край, г. Пятигорск, ул. Фабричная, д. 9;1162651063860
Общество с ограниченной ответственностью «Комфорт Строй»;2632104738;357500, Ставропольский край, г. Пятигорск, ул. Подстанционная, д. 24, офис 1;1162651061088
Общество с ограниченной ответственностью «ЭКО-ГАЗ»;2629800710;357340, Ставропольский край, г. Лермонтов, ул. Волкова, д. 9;1132651017520
Общество с ограниченной ответственностью «Кисловодск»;2628057718;357736, Ставропольский край,  г. Кисловодск,  ул. 40 лет Октября, д. 16, кв. 15;1162651071945
Общество с ограниченной ответственностью Управляющая компания «ЭТАЖИ»;2635824886;355042, Ставропольский край,  г. Ставрополь,  ул. 50 лет ВЛКСМ, д. 95;1132651027926
Общество с ограниченной ответственностью «Элит-сервис»;2635224085;355044, Ставропольский край,  г. Ставрополь, ул. Васильева,  д. 31, оф. 4;1162651078039
Общество с ограниченной ответственностью «АМИТ»;2636209259;355037, Ставропольский край,  город Ставрополь, улица Серова,  д. 6А, оф. 58;1152651030344
Общество с ограниченной ответственностью «Городской Стиль»;2635812320;355042, Ставропольский край,  г. Ставрополь, ул. Доваторцев,  д. 49/2, офис 1;1122651015508
Общество с ограниченной ответственностью Управляющая компания «ЭлитКомфорт»;2632105555;357501, Ставропольский край, г. Пятигорск, ул. Дегтярева,  д. 62, квартира 1;1162651068876
Общество с ограниченной ответственностью «Управляющая компания «АЛЕКСАНДРИТ»;2635224977;355000, Ставропольский край,  г. Ставрополь, ул. Пирогова, д. 62, корп. 6, офис 1;1172651000587
Общество с ограниченной ответственностью Управляющая Компания «СПЕКТР»;2630048090;357207, Ставропольский край, Минераловодский район,  г. Минеральные Воды,  ул. Новоселов, д. 5А;1162651079744
Общество с ограниченной ответственностью «Жилой Комплекс «КВС»;2626046319;357623, Ставропольский край,  г. Ессентуки, ул. Буачидзе, д. 1-5;1172651004283
Общество с ограниченной ответственностью «Экспо»;2634098705;355004, Ставропольский край,  г. Ставрополь, переулок Крупской, д. 29, офис 303;1162651079106
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ГОРОД-26»;2607021541;356140, Ставропольский край, Изобильненский район,  г. Изобильный,  ул. Красная, д. 16Б, кв. 12;1172651004844
Общество с ограниченной ответственностью «Территория комфорта»;2636213689;355000, Ставропольский край,  г. Ставрополь, ул. Октябрьская,  д. 54, офис 28;1172651008056
Общество с ограниченной ответственностью «Управляющая компания Солнечный дом»;2628058278;357700, Ставропольский край,  г. Кисловодск, ул. Андрея Губина, д. 15, оф. 22;1172651007275
Общество с ограниченной ответственностью «ГАРАНТ»;2630048573;357405, Ставропольский край,  г. Железноводск,  ул. Ленина, д. 189, корпус Г, офис 1;1172651010575
Общество с ограниченной ответственностью «Возрождение»;2631036130;357100, Ставропольский край,  г. Невинномысск, ул. Гагарина, д. 51, кв. 53;1172651005735
Общество с ограниченной ответственностью «ЭВЕРЕСТ»;2635207604;355045, Ставропольский край, г. Ставрополь, ул. Пирогова, д. 92;1152651002283
Общество с ограниченной ответственностью «ВИКТОРИЯ»;2610019817;357001, Ставропольский край, Кочубеевский район,  с. Кочубеевское, ул. Фабричная,  д. 92, кв. 1;1172651013127
Федеральное государственное бюджетное учреждение «Центральное жилищно-коммунальное управление» Министерства обороны Российской Федерации;7729314745;105005,  город Москва, улица Спартаковская, дом 2Б;1027700430889
Общество с ограниченной ответственностью «Центральная сервисная служба»;2609024643;355003, г. Ставрополь, ул. Ломоносова,  д. 23, офис 401-402;1172651011312
Общество с ограниченной ответственностью «Партнер СК»;2632108700;357502, Ставропольский край, г. Пятигорск, ул. Нежнова, д. 21, корп. 4, пом. 28, 29;1172651015448
Общество с ограниченной ответственностью «СТАРТ»;2614021493;356884, Ставропольский край, Нефтекумский район,  г. Нефтекумск,  ул. Леонова, д. 129;1172651019254
Общество с ограниченной ответственностью «Империя»;2636214033;355008, Ставропольский край,  г. Ставрополь, ул. Нижняя, д. 77;1172651012269
Общество с ограниченной ответственностью Управляющая компания «Домашний уют»;2629012371;357340, Ставропольский край,  г. Лермонтов,  ул. Волкова, д. 11;1172651018440
Общество с ограниченной ответственностью «Управляющая компания ГРАДЪ»;2634100489;355008, Ставропольский край,  г. Ставрополь, просп. К. Маркса, д. 7, корпус 2, офис 423-424;1172651015580
Общество с ограниченной ответственностью «Фаворит»;2623028826;356246, Ставропольский край, Шпаковский район,  город Михайловск, улица Любимая, дом 9, офис 4/2;1172651022642
Общество с ограниченной ответственностью «Строительная компания Гефест»;2630049136;357217, Ставропольский край, Минераловодский район, поселок Анджиевский,   ул. Заводская,  д. 34, оф 1;1172651022037
Общество с ограниченной ответственностью «ДомКом»;2623028304;356240, Ставропольский край,  Шпаковский район,  г. Михайловск, ул. Ленина, д. 169, корп. А;1172651011235
Общество с ограниченной ответственностью «Управляющая компания Мастер»;2636215076;355001, Ставропольский край,  г. Ставрополь,  пр. Филатова, д. 48;1182651000322
Общество с ограниченной ответственностью «КОМФОРТНОЕ ЖИЛЬЕ МВ»;2630049190;357217, Ставропольский край, Минераловодский район,  г. Минеральные Воды,  ул. 50 лет Октября, д. 55;1172651023380
Общество с ограниченной ответственностью УПРАВЛЯЮЩАЯ КОМПАНИЯ «ЕДИНЫЙ ГОРОД»;2634101965;355003, Ставропольский край,  г. Ставрополь,  ул. Дзержинского, д. 160, офис 1203;1182651001631
Общество с ограниченной ответственностью Управляющая Компания «Вектор»;2632110227;357502, Ставропольский край, г. Пятигорск, ул. Мира, д. 46,  кв. 35;1182651000091
Общество с ограниченной ответственностью «Новый дом»;2634102060;355035, Ставропольский край,  г. Ставрополь,  ул. Ленина, д. 264, помещение 15;1182651002423
Общество с ограниченной ответственностью «Минераловодская эксплуатационная компания»;2630049312;357202, Ставропольский край, Минераловодский район,  г. Минеральные Воды,  ул. Горская, д.12, литер А;1172651025590
Общество с ограниченной ответственностью Управляющая компания «РЕГИОН-ГЕО»;2626047369;357600, Ставропольский край,  город Ессентуки, улица Пятигорская,  д. 24/1;1182651003215
Общество с ограниченной ответственностью «ОТКРЫТИЕ»;2631037327;357114, Ставропольский край,  город Невинномысск, бульвар Мира,  дом 25;1182651005350
Общество с ограниченной ответственностью Группа компаний «Эталон»;2625068550;357820, Ставропольский край,  город Георгиевск, улица Пушкина, дом 48, офис 11;1172651025194
Общество с ограниченной ответственностью «Управляющая компания «ЦЕНТР»;2628058976;357736, Ставропольский край,  город Кисловодск, улица Азербайджанская, д. 1, квартира 78;1182651005547
Общество с ограниченной ответственностью «Управляющая компания «Монолит»;2627026820;357433, Ставропольский край,  г. Железноводск, пос. Иноземцево, ул. Промышленная,  д. 9, пом. 20;1182651011696
Общество с ограниченной ответственностью Управляющая компания «ПРОФИ»;2635208703;355003, Ставропольский край,  г. Ставрополь,  ул. Дзержинского, д. 158, оф. 152;1152651006551
Общество с ограниченной ответственностью «Управляющая компания «Панорама СК»;2635234686;355000, Ставропольский край,  г. Ставрополь,  ул. Пирогова,  д. 5А, корп. 2, помещение 2;1182651008825
Общество с ограниченной ответственностью Управляющая компания «Вертикаль»;2626047577;357635, Ставропольский край, г. Ессентуки, ул. 60 лет Октября, д. 1, корп. 1;1182651009584
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭКСПЛУАТАЦИОННАЯ КОМПАНИЯ «ПНХ»;2630048929;357202, Ставропольский край, Минераловодский район,  г. Минеральные Воды,  ул. Терешковой,  д. 18;1172651017923
Общество с ограниченной ответственностью «ГАММА»;2635234654;355035, Ставропольский край,  г. Ставрополь,  ул. Маршала Жукова, д. 5,  оф. 303;1182651008814
Индивидуальный предприниматель Силантиева Марина Александровна;2,63E+11;357500, Ставропольский край, г. Пятигорск, ул. Февральская,  д. 1, кв. 11;316265100108567
Общество с ограниченной ответственностью «Планета»;2635235520;355000, Ставропольский край,  г. Ставрополь, ул. Пирогова, д. 96, кв. 57;11826510121417
Общество с ограниченной ответственностью «Управляющая компания Оптимист»;2635236210;355045, Ставропольский край,  г. Ставрополь,  ул. Пирогова, д. 62, корп. 1, кв. 138;1182651014435
Общество с ограниченной ответственностью «Управляющая компания Сириус»;2635236027;355041, Ставропольский край,  г. Ставрополь,  ул. Мира, д. 358, квартира 62;1182651013841
Общество с ограниченной ответственностью «Правовые и управленческие решения»;2628059112;357703, Ставропольский край,  г. Кисловодск, ул. Жуковского,  д. 35, кв. 23;1182651010376
Общество с ограниченной ответственностью Управляющая компания «Просторная»;2626801064;357623, Ставропольский край, г. Ессентуки, ул. Виноградная, д. 6;1122651013308
Общество с ограниченной ответственностью «Элитар»;2635220186;355040, Ставропольский край,  г. Ставрополь,  ул. 50 лет ВЛКСМ, д. 16а, оф. 68;1162651063717
Общество с ограниченной ответственностью «Альта»;2631039282;357106, Ставропольский край,  город Невинномысск, улица Апанасенко, дом 9;1182651018714
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «КИРОВСКИЙ»;2609025220;357300, Ставропольский край, Кировский район,  город Новопавловск, улица Мира,  дом 201;1182651020353
Общество с ограниченной ответственностью Управляющая Компания «Ирбис»;2632111083;357528, Ставропольский край, г. Пятигорск, ул. 5-й переулок,  д. 13;1182651009166
Общество с ограниченной ответственностью Управляющая организация «Вишневый сад»;2627026393;357437, Ставропольский край,  г. Железноводск, поселок Иноземцево, ул. Согласия, д. 1, корп. 5-6, кв. 3;1172651005603
Общество с ограниченной ответственностью Управляющая организация «РОМАШКА-СК»;2625071143;357820, Ставропольский край,  г. Георгиевск,  ул. Октябрьская,  д. 134/1, помещение 2;1182651021805
Общество с ограниченной ответственностью Управляющая компания «Южный город»;2635237581;355029, Ставропольский край,  г. Ставрополь,  ул. Мира, д. 460/3, офис 15;1182651020309
Общество с ограниченной ответственностью Управляющая компания «ВИД-Элит»;2636215968;355016, Ставропольский край,  г. Ставрополь,  ул. Чапаева, д. 7, корпус В, офис 2;1182651018318
Общество с ограниченной ответственностью Управляющая компания «Созвездие»;2636216087;355047, Ставропольский край,  г. Ставрополь,  пер. Макарова,  д. 8, помещение 85;1182651020606
Общество с ограниченной ответственностью «Семь-Я»;2634103190;355000, Ставропольский край,  г. Ставрополь,  ул. Лермонтова,  д. 181, офис 7;1182651015910
Общество с ограниченной ответственностью Управляющая компания «Ваша»;2632112778;357560, Ставропольский край, г. Пятигорск, поселок Горячеводский, проспект Советской Армии, дом 19, помещение 3;1192651001564
Общество с ограниченной ответственностью Управляющая компания «Веста»;2623029996;356246, Ставропольский край,  г. Михайловск,  ул. Музыкальная, д. 6, офис 15;1192651002840
Общество с ограниченной ответственностью «РСО Изобильненского района»;2607023002;356126, Ставропольский край, Изобильненский район, посёлок Солнечнодольск, ул. Набережная,  д. 10, офис 23;1192651003478
Общество с ограниченной ответственностью «ТЕХДОМ»;2603001030;357070, Ставропольский край, Андроповский район,  село Курсавка,  ул. Строителей,  д. 12А, офис 2;1192651002884
Общество с ограниченной ответственностью Управляющая компания «Терем»;2634103747;355000, Ставропольский край,  г. Ставрополь,  ул. Пушкина, д. 69, офис 111;1182651021520
Общество с ограниченной ответственностью «Управляющая компания Лофт»;2636216457;355013, Ставропольский край,  г. Ставрополь,  ул. Чехова, д. 67, пом. 13;1192651004040
Общество с ограниченной ответственностью «Импульс»;2635221574;355011, Ставропольский край,  г. Ставрополь,  ул. 45 Параллель, д. 32, оф. 39;1162651068744
Общество с ограниченной ответственностью «Югжилбизнес»;2610020354;357000, Ставропольский край, Кочубеевский район,  с. Кочубеевское, ул. Октябрьской Революции, д. 45;1192651006020
Общество с ограниченной ответственностью «Гарант Минеральные Воды»;2630050580;357209, Ставропольский край, Минераловодский район,  г. Минеральные Воды,  ул. Карла Либкнехта, д. 11, оф. 2/2;1192651008813
Общество с ограниченной ответственностью «Управляющая компания «Восток»;2624035079;356817, Ставропольский край, Буденновский район,  с. Прасковея,  ул. Российская,  д. 2А;1192651002455
Общество с ограниченной ответственностью Многопрофильное универсальное предприятие «Орбита»;2634104927;355012, Ставропольский край,  г. Ставрополь,  ул. Московская,  д. 65, офис 2;1192651010309
Общество с ограниченной ответственностью «УК Очаг»;2636050561;355001, Ставропольский край,  г. Ставрополь,  ул. 50 лет ВЛКСМ, д. 109, оф. 304;1062635141260
Индивидуальный предприниматель Белогубов Александр Александрович;2,63E+11;357350, Ставропольский край, Предгорный район,  ст. Ессентукская, пер. Раевского,  д. 12, кв. 2;316265100148206
Общество с ограниченной ответственностью Управляющая компания «СтавРавелин»;2634105261;355035, Ставропольский край,  г. Ставрополь,  ул. Маршала Жукова, д. 21А, офис 4;1192651013785
Общество с ограниченной ответственностью «Управляющая компания «Сармат»;2634105430;355035, Ставропольский край,  г. Ставрополь,  пр. Октябрьской Революции, д. 11Б, помещ. 12-22;1192651015457
Общество с ограниченной ответственностью «Специалист»;2607023203;356126, Ставропольский край, Изобильненский городской округ, пос. Солнечнодольск, ул. Энергетиков,  д. 10, оф. 2;1192651016051
Общество с ограниченной ответственностью «Сити-С»;2626048901;357623, Ставропольский край, г. Ессентуки, ул. Маяковского, д. 17, кв. 72;1192651016546
Общество с ограниченной ответственностью Управляющая компания «Олимп»;2607023193;356140, Ставропольский край,  г. Изобильный,  ул. Ленина,  д. 115/1;1192651015248
Общество с ограниченной ответственностью Управляющая компания «Маяк»;2626048771;357600, Ставропольский край, г. Ессентуки, ул. Никольская,  д. 21, корп. 1, оф. 1;1192651013950
Общество с ограниченной ответственностью Управляющая Компания «Созидание»;2628060012;357700, Ставропольский край,  г. Кисловодск,  ул. Ге Ксении,  д. 24, кв. 4;1202600000129
Общество с ограниченной ответственностью Управляющая компания «Новатор»;2626049207;357633, Ставропольский край, г. Ессентуки, ул. Вокзальная,  д. 57А, кв. 37;1202600001592
Общество с ограниченной ответственностью «Лермонтов Сервис»;2629800750;357340, Ставропольский край, г. Лермонтов, ул. Октябрьская, д. 48;1132651021656
Общество с ограниченной ответственностью Управляющая Компания «СТАВГРАД»;2635244780;355040, Ставропольский край,  г. Ставрополь, ул. 50 лет ВЛКСМ, д. 14б, оф. 3;1202600002483
Общество с ограниченной ответственностью «УК Выбор»;2635213485;355040, Ставропольский край,  г. Ставрополь,  пр. Ворошилова,  д. 1, оф. 316;1152651024404
Общество с ограниченной ответственностью «Держава»;2634050460;355029, Ставропольский край,  г. Ставрополь,  ул. Ленина, д. 484, корп. А, помещение 56;1022601985350
Общество с ограниченной ответственностью Управляющая компания «204 квартал»;2634107389;355013, Ставропольский край,  г. Ставрополь,  ул. Чехова,  д. 85/18, кв. 28;1202600010986
